Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-6cmq,checkpoint-r96e,branch-yvp6,Randomise questionnaire elements?,Question Key,Response
61,1675343860717,02/02/2023 13:17:40,1675343860277,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-accomplishmentdisappointment-quantised,4
62,1675343860717,02/02/2023 13:17:40,1675343860277,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-abilitylack,2
63,1675343860784,02/02/2023 13:17:40,1675343860277,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-abilitylack-quantised,2
64,1675343860784,02/02/2023 13:17:40,1675343860277,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-futurefailure,2
65,1675343860784,02/02/2023 13:17:40,1675343860278,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-futurefailure-quantised,2
66,1675343860784,02/02/2023 13:17:40,1675343860278,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-repeatingsuccess,1
67,1675343860784,02/02/2023 13:17:40,1675343860278,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-repeatingsuccess-quantised,1
68,1675343860784,02/02/2023 13:17:40,1675343860278,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-discountingpraise,4
69,1675343860784,02/02/2023 13:17:40,1675343860278,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-discountingpraise-quantised,4
70,1675343860784,02/02/2023 13:17:40,1675343860278,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-comparingability,2
71,1675343860784,02/02/2023 13:17:40,1675343860278,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-comparingability-quantised,2
72,1675343860784,02/02/2023 13:17:40,1675343860279,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-successworries,4
73,1675343860784,02/02/2023 13:17:40,1675343860279,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-successworries-quantised,4
74,1675343860784,02/02/2023 13:17:40,1675343860279,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-sharingrecognition,2
75,1675343860784,02/02/2023 13:17:40,1675343860279,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-sharingrecognition-quantised,2
76,1675343860784,02/02/2023 13:17:40,1675343860279,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-beingthebest,2
77,1675343860784,02/02/2023 13:17:40,1675343860279,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-beingthebest-quantised,2
78,1675343860784,02/02/2023 13:17:40,1675343860280,0,02/02/2023 13:17:40,108492,7,questionnaire-lr52,,26879492,BLIND,7984501,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x812,375x629,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,END QUESTIONNAIRE,269149
1,1675343512018,02/02/2023 13:11:52,1675343510980,1,02/02/2023 14:11:50,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,BEGIN QUESTIONNAIRE,
2,1675343897972,02/02/2023 13:18:17,1675343896883,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-years,7
3,1675343898079,02/02/2023 13:18:18,1675343896885,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-monthlyuse,3
4,1675343898079,02/02/2023 13:18:18,1675343896886,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-newsfeed,"2,5"
5,1675343898079,02/02/2023 13:18:18,1675343896886,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-findingconnections,0
6,1675343898079,02/02/2023 13:18:18,1675343896886,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-jobpostings,"0,5"
7,1675343898079,02/02/2023 13:18:18,1675343896886,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-othersprofiles,"0,5"
8,1675343898079,02/02/2023 13:18:18,1675343896886,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-messaging,"0,1"
9,1675343898079,02/02/2023 13:18:18,1675343896886,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-posting,0
10,1675343898079,02/02/2023 13:18:18,1675343896887,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-likes,0
11,1675343898079,02/02/2023 13:18:18,1675343896887,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-ownprofile,"0,1"
12,1675343898079,02/02/2023 13:18:18,1675343896887,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-other,
13,1675343898079,02/02/2023 13:18:18,1675343896887,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-connections,228
14,1675343898079,02/02/2023 13:18:18,1675343896888,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-successful,more successful
15,1675343898079,02/02/2023 13:18:18,1675343896888,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-successful-quantised,1
16,1675343898079,02/02/2023 13:18:18,1675343896888,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-lovedones,B
17,1675343898079,02/02/2023 13:18:18,1675343896888,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-lovedones-quantised,2
18,1675343898079,02/02/2023 13:18:18,1675343896889,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-doingthings,D
19,1675343898079,02/02/2023 13:18:18,1675343896889,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-doingthings-quantised,4
20,1675343898079,02/02/2023 13:18:18,1675343896889,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-welldone,C
21,1675343898079,02/02/2023 13:18:18,1675343896889,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-welldone-quantised,3
22,1675343898079,02/02/2023 13:18:18,1675343896889,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-socialskills,C
23,1675343898174,02/02/2023 13:18:18,1675343896890,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-socialskills-quantised,3
24,1675343898174,02/02/2023 13:18:18,1675343896890,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-nocomparison,D
25,1675343898174,02/02/2023 13:18:18,1675343896890,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-nocomparison-quantised,4
26,1675343898174,02/02/2023 13:18:18,1675343896891,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-achievement,D
27,1675343898174,02/02/2023 13:18:18,1675343896891,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-achievement-quantised,4
28,1675343898174,02/02/2023 13:18:18,1675343896891,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-mutualopinions,D
29,1675343898174,02/02/2023 13:18:18,1675343896891,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-mutualopinions-quantised,4
30,1675343898174,02/02/2023 13:18:18,1675343896892,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarproblems,C
31,1675343898174,02/02/2023 13:18:18,1675343896892,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarproblems-quantised,3
32,1675343898174,02/02/2023 13:18:18,1675343896893,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarsituation,C
33,1675343898174,02/02/2023 13:18:18,1675343896893,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarsituation-quantised,3
34,1675343898174,02/02/2023 13:18:18,1675343896893,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComaprison-learnmore,D
35,1675343898174,02/02/2023 13:18:18,1675343896894,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComaprison-learnmore-quantised,4
36,1675343898174,02/02/2023 13:18:18,1675343896894,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-relativity,C
37,1675343898174,02/02/2023 13:18:18,1675343896894,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-relativity-quantised,3
38,1675343898174,02/02/2023 13:18:18,1675343896894,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-afraidsuccess,4
39,1675343898174,02/02/2023 13:18:18,1675343896895,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-afraidsuccess-quantised,4
40,1675343898174,02/02/2023 13:18:18,1675343896895,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-competence,3
41,1675343898174,02/02/2023 13:18:18,1675343896895,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-competence-quantised,3
42,1675343898174,02/02/2023 13:18:18,1675343896896,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-evaluation,1
43,1675343898253,02/02/2023 13:18:18,1675343896896,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-evaluation-quantised,1
44,1675343898253,02/02/2023 13:18:18,1675343896897,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-priaseexpectations,1
45,1675343898253,02/02/2023 13:18:18,1675343896898,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-priaseexpectations-quantised,1
46,1675343898253,02/02/2023 13:18:18,1675343896898,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-rightplaceandtime,1
47,1675343898253,02/02/2023 13:18:18,1675343896898,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-rightplaceandtime-quantised,1
48,1675343898253,02/02/2023 13:18:18,1675343896899,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilityimpressions,1
49,1675343898253,02/02/2023 13:18:18,1675343896899,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilityimpressions-quantised,1
50,1675343898253,02/02/2023 13:18:18,1675343896900,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilitymemories,2
51,1675343898253,02/02/2023 13:18:18,1675343896900,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilitymemories-quantised,2
52,1675343898253,02/02/2023 13:18:18,1675343896901,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-taskperformance,2
53,1675343898253,02/02/2023 13:18:18,1675343896901,1,02/02/2023 14:18:16,108492,7,questionnaire-lr52,,26879454,BLIND,7984478,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-taskperformance-quantised,2
